Timestamp	Oletko palkansaaja vai laskuttaja?	Ikä	Sukupuoli	Työkokemus	Montako vuotta olet tehnyt laskuttavaa työtä alalla?	Mitä palveluja tarjoat?	Tuntilaskutus (ALV 0%, euroina)	Vuosilaskutus (ALV 0%, euroina)	Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?	Mistä asiakkaat ovat?	Työpaikka	Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?	Millaisessa yrityksessä työskentelet	Työaika (jos työsuhteessa)	Rooli	Etänä vai lähityössä?	Kuukausipalkka (brutto, euroina)	Vuositulot (sis. bonukset, osingot yms, euroina)	Vapaa kuvaus kokonaiskompensaatiomallista	Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?	Vapaa sana	Ideoita ensi vuoden kyselyyn
30/09/2022 12:50:11	Palkansaaja	26-30 v	Mies	4							Arado	Turku	Konsulttitalossa	Ei työaikaa, mutta tähtään 100%. Toteutuu vähän vähemmän koska arvostan vapaa-aikaani	Full-stack konsultti	Jotain siltä väliltä	6500	81250	50% toteutuneesta laskutuksesta tai erittäin reilu takuupalkka.	Kyllä		Olisko siistiä vertailla palkkoja kans teknologiakohtaisest kyselemällä vaikkapa tärkeimmät teknologiat työssäsi?
30/09/2022 12:51:50	Palkansaaja	31-35 v	mies	16								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	ohjelmistokehittäjä (frontend)	Jotain siltä väliltä	5103	64810		Ei		
30/09/2022 12:59:52	Laskuttaja	31-35 v	mies	7	2	Full stack, arkkitehtuuria	80	93000	Itse, Käytän välitysfirmoja	Suomesta												
30/09/2022 13:00:03	Palkansaaja	36-40 v	Mies	5								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	full-stack	Pääosin tai kokonaan etätyö	3580	48330				
30/09/2022 13:05:48	Palkansaaja	31-35 v	Mies	10							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä	Jotain siltä väliltä	5750	75000	Palkka valtaosa tuloista. Vuosittainen tulospohjainen bonari, vähän osinkoja, kaikki lounasedut ja sen semmoiset.	Kyllä		
30/09/2022 13:25:25	Palkansaaja	31-35 v	Mies	7								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Full-stack kehittäjä	Jotain siltä väliltä	4800	57600		Ei		
30/09/2022 13:29:01	Palkansaaja	36-40 v	mies	14							Reaktor	Turku	Konsulttitalossa	100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5700	71250	palkka + satunnainen bonus max kerran vuodessa	Kyllä		
30/09/2022 13:30:35	Laskuttaja	36-40 v	Miäs	12	1.5	Softadevausta		120000	Käytän välitysfirmoja	Suomesta												
30/09/2022 13:30:53	Palkansaaja	41-45 v	mies	16								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5200	65000				
30/09/2022 13:34:34	Palkansaaja	26-30 v	Mies	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Engineering Lead	Pääosin tai kokonaan etätyö	6500	80000	75/25 rahaa/optioita	Ei		
30/09/2022 13:37:53	Palkansaaja	26-30 v		10							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Software Developer	Pääosin tai kokonaan toimistolla	5200	67200	Kiinteä kk-palkka ja osakkeita	Kyllä		
30/09/2022 13:41:46	Palkansaaja	36-40 v	Mies	12								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	Ohjelmistokehittäjä	Jotain siltä väliltä	6100	100000	Vuosittaiset bonukset rahana sekä erikseen vuosittaiset RSU:t palkanlisänä (rajoitettuja osakeoikeuksia) 	Kyllä		
30/09/2022 14:00:31	Palkansaaja	31-35 v	Mies	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Software engineer	Jotain siltä väliltä	5800	86000		Kyllä		
30/09/2022 14:01:21	Laskuttaja	41-45 v	Mies	15	8	Arkkitehti/projektipäällikkö		230000	Itse	Suomesta												
30/09/2022 14:04:06	Palkansaaja	31-35 v	Mies	18							Mavericks Software Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack	Pääosin tai kokonaan etätyö	6500	82000	Pohjapalkka + provisio. Itsellä ollut paljon sairaslomia yms. mitkä vaikuttavat myös kompensaatioon.	Kyllä		
30/09/2022 14:08:46	Palkansaaja	31-35 v	mies	12								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack web developer	Pääosin tai kokonaan etätyö	5700	71250	Osakeanti työntekijöille	Kyllä		
30/09/2022 14:09:23	Palkansaaja	36-40 v	Nainen	14								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	CTO	Pääosin tai kokonaan toimistolla	6500	81250	Osuuskunta osuus	Kyllä	En oo ihan varma miten muut toisissa vastaavan kokoluokan yrityksissä saa palkkaa vastaavasta roolista.	
30/09/2022 14:09:29	Palkansaaja	26-30 v	Mies	8							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	senion full-stack kehittäjä, analyytikko	Pääosin tai kokonaan etätyö	5950	75375	Mahdollisuus ostaa yrityksen osakkeita, joista saa osinkoa	Kyllä		
30/09/2022 14:15:31	Palkansaaja	41-45 v	Mies	24								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Senior Software Engineer	Pääosin tai kokonaan etätyö	7500	93750	Optio-paketti.	Kyllä		
30/09/2022 14:17:22	Palkansaaja	46-50 v	Nainen	26								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Team Lead	Jotain siltä väliltä	5650	79000		Ei		
30/09/2022 14:20:19	Palkansaaja	41-45 v	M	19								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	projektipäällikkö	Jotain siltä väliltä	5550	69000	Firman kasvuprosentista johdettu kerroin * 1k€. Vaihteluväli siis 0..1000€/kk, toteutuma tällä hetkellä n. 400-500.	Kyllä		
30/09/2022 14:31:05	Palkansaaja	36-40 v		13								Tampere	Konsulttitalossa	100%	full-stack-ohjelmistokehittäjä	Jotain siltä väliltä	5700	71250		Kyllä		
30/09/2022 14:51:39	Palkansaaja	36-40 v	Mies	13								Tampere	Konsulttitalossa	100%	full-stack/arkkitehti	Jotain siltä väliltä	6200	80000		Kyllä		
30/09/2022 15:00:10	Palkansaaja	36-40 v	M	15								Oulu	Julkinen tai kolmas sektori	100%	Opettaja	Jotain siltä väliltä	5500	65000		Kyllä		
30/09/2022 15:02:07	Palkansaaja	36-40 v	Mies	13								Turku	Konsulttitalossa	100%	full-stack	Jotain siltä väliltä	8250	105000	Kuukausipalkka + päivystyskorvaukset + osingot	Kyllä		
30/09/2022 15:17:33	Palkansaaja	36-40 v	Mies	18								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Director	Pääosin tai kokonaan etätyö	6250	95000		Ei		
30/09/2022 15:17:33	Palkansaaja	36-40 v	Mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä	Jotain siltä väliltä	5800	72500		Kyllä		
30/09/2022 15:28:48	Palkansaaja	41-45 v	mies	20							Wolt	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Team Lead	Pääosin tai kokonaan etätyö	6800	100000	Osakkeita/Optioita	Kyllä		
30/09/2022 15:37:16	Palkansaaja	26-30 v	jäbä	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan toimistolla	3300	40000		Kyllä		
30/09/2022 15:52:14	Palkansaaja	26-30 v	mies	6								Tampere	Konsulttitalossa	100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5000	62500	Kuukausipalkka. Myös osakkeista pitäisi tulla osinkoja, mutta en ole ollut osakkeenomistajana vielä kokonaista tilikautta joten näistä tuleva raha on vielä mysteeri	Kyllä		
30/09/2022 15:55:38	Palkansaaja	41-45 v	mies	12							Vincit	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	full stack everything	Pääosin tai kokonaan etätyö	4581	57500		Kyllä		
30/09/2022 16:01:57	Palkansaaja	46-50 v	Mies	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Senior developer	Jotain siltä väliltä	5490	68625		Kyllä		
30/09/2022 16:14:36	Palkansaaja	36-40 v		10								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Backend kehittäjä	Pääosin tai kokonaan etätyö	6600	84000		Kyllä		
30/09/2022 19:03:57	Laskuttaja	51-55 v	nope	31	6	softan kehitystä, arkkitehtuuria	60	30	Itse	Ulkomailta												
30/09/2022 19:15:09	Palkansaaja	31-35 v	Mies	7								Tampere	Julkinen tai kolmas sektori	100%	full-stack-kehittäjä	Pääosin tai kokonaan etätyö	5600	70000	Ei ole	Kyllä		
30/09/2022 19:39:25	Palkansaaja	41-45 v	Mies	20								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	CTO	Pääosin tai kokonaan etätyö	4500	54000		Ei		
30/09/2022 19:52:02	Palkansaaja	41-45 v	Mies	8							Siili Solutions Oyj	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	pilviarkkitehti/kehittäjä	Pääosin tai kokonaan etätyö	4600	57500		Kyllä		
30/09/2022 21:31:31	Palkansaaja	31-35 v	M	4							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä	Jotain siltä väliltä	5000	65000		Kyllä		
01/10/2022 04:35:34	Palkansaaja	41-45 v	M	15								Sydney, Australia	Tuotetalossa, jonka core-bisnes on softa	100%	Senior Software Engineer	Jotain siltä väliltä	9000	108000	10.5% eläkemaksu palkan päälle (australialainen käytäntö) sekä ESOP	Kyllä		
01/10/2022 05:44:04	Palkansaaja	46-50 v	mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	80%	data engineer	Pääosin tai kokonaan toimistolla	5300	68000	sitten on pieni määrä osakkeita, joista olen joutunut rahalla maksamaan	Kyllä		
01/10/2022 08:08:12	Palkansaaja	31-35 v	Mies	12							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Devaaja (full stack + mobiili)	Jotain siltä väliltä	5 665	77000	Osakkeet, vuosibonus (koko firmalle sama), open source työ (palkan päälle)	Ei		
01/10/2022 08:17:32	Laskuttaja	26-30 v	Mies	0	0	Web3 full stack		70000	Itse	Suomesta, Ulkomailta												
01/10/2022 08:51:47	Palkansaaja	36-40 v	Mies	18							Reaktor	Tampere	Konsulttitalossa	100%	Arkkitehti	Jotain siltä väliltä	6300	78750		Kyllä		
01/10/2022 12:02:34	Palkansaaja	36-40 v	Mies	13							Arado	Turku	Konsulttitalossa	100%	Full-stack -devaaja	Jotain siltä väliltä	6500	82000		Kyllä		
01/10/2022 12:57:37	Palkansaaja	41-45 v		12								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%		Pääosin tai kokonaan etätyö	6750	81000		Kyllä		
01/10/2022 14:12:13	Palkansaaja	46-50 v	Nainen	25								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Testaaja	Pääosin tai kokonaan etätyö	7000	91000	Palkka, bonukset, ei musta	Kyllä		
01/10/2022 16:20:38	Palkansaaja	31-35 v	Mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%		Pääosin tai kokonaan etätyö	9000	112500		Kyllä		
01/10/2022 16:37:40	Palkansaaja	36-40 v	Mies	6								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	full-stack	Pääosin tai kokonaan etätyö	4800	66000		Ei		
01/10/2022 18:10:25	Palkansaaja	26-30 v	Mies	5								Turku	Konsulttitalossa	100%	Full-stack dev	Jotain siltä väliltä	4800	62000		Kyllä		
01/10/2022 18:35:12	Palkansaaja	31-35 v	Nainen	0								Tampere	Tuotetalossa, jonka core-bisnes on softa	80%	Service Manager Trainee	Pääosin tai kokonaan etätyö	1880	23500		Ei	Koulu vielä kesken ja se vaikuttaa palkkaan	Koulutusta voisi kysyä ja onko se vielä kesken
01/10/2022 19:34:49	Palkansaaja	31-35 v	mies	6								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	ohjelmistokehittäjä 	Jotain siltä väliltä	5500	68750		Kyllä		
01/10/2022 20:48:52	Palkansaaja	36-40 v	Mies	13								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack	Pääosin tai kokonaan etätyö	7200	90000		Kyllä		
01/10/2022 22:57:21	Palkansaaja	21-25 v	Mies	10								Turku	Tuotetalossa, jonka core-bisnes on softa	100%	Laidasta laitaan koodia (frontend, backend, cloud, devops, arkkitehturointi, yms.) + esimieshommat	Pääosin tai kokonaan etätyö	6500	78000		Ei	Palkka ei ole kilpailukykyinen, jos mietin paljonko pyytäisin vastaavasta positiosta palkkaa muissa yrityksissä, mutta varsin tarpeeksi nykyisessä yrityksessä.	Kompensaatioon sitomaton omistus, esim. founder yms. roolit.
01/10/2022 23:10:05	Palkansaaja	36-40 v	Miesoletettu 	11							Pieni koodiputka, alle 1milj. liikevaihto	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	CTO	Jotain siltä väliltä	6000	78000	Massia tulee, kunhan hoitaa.hommansa	Kyllä		
01/10/2022 23:21:59	Laskuttaja	31-35 v	Mies	2	2	Backend		190000	Itse	Ulkomailta											Työsuhteessa ulkomaalaiseen firmaan, ainoastaan palkanmaksu menee oman firman kautta	
02/10/2022 01:45:08	Palkansaaja	31-35 v	Mies	10							Reaktor	Tampere	Konsulttitalossa	100%	Full-stack	Pääosin tai kokonaan etätyö	4700	60000		Ei		
02/10/2022 08:38:33	Palkansaaja	46-50 v	Mies	22								Tampere	Konsulttitalossa	100%	pilviasiantuntija	Pääosin tai kokonaan etätyö	5290	66125	lisäksi henkilöstön osakesäästöohjelma	Kyllä		
02/10/2022 09:02:31	Palkansaaja	31-35 v	Mies	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack	Pääosin tai kokonaan etätyö	8000	100000		Kyllä		
02/10/2022 09:04:45	Palkansaaja	31-35 v	Mies	5							CGI	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistosuunnittelija & scrum-master	Pääosin tai kokonaan etätyö	4600	57500	Kuukausipalkasta 3% osakkeina	Kyllä		
02/10/2022 09:40:29	Palkansaaja	31-35 v	Mies	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	frontend ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5500	70000		Kyllä		
02/10/2022 13:46:20	Palkansaaja	31-35 v	NAinen	3							Siili	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Fullstack	Pääosin tai kokonaan etätyö	3350			Ei		
02/10/2022 21:04:24	Palkansaaja	36-40 v	Mies	16								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Cloud infra	Pääosin tai kokonaan etätyö	12900	188000	Optiot listaamattomasta yrityksestä	Kyllä	Yritys Yhdysvalloista, kuten suurin osa tiimiäkin. Presenssi myös Suomessa	
02/10/2022 23:46:36	Palkansaaja	36-40 v	Mies	12								Tampere	Konsulttitalossa	100%	Full-stack	Pääosin tai kokonaan etätyö	6300	80000		Kyllä		
02/10/2022 23:47:20	Palkansaaja	31-35 v	mies	5								Tampere	Konsulttitalossa	100%		Pääosin tai kokonaan etätyö	5000	62500		Kyllä		
03/10/2022 06:50:08	Palkansaaja	46-50 v	Mies	20								Turku	Konsulttitalossa	100%	Full-stack programmer	Pääosin tai kokonaan etätyö	6400	80000		Kyllä		
03/10/2022 06:51:35	Palkansaaja	36-40 v	Mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Kehittäjä, tuotepäällikkö	Pääosin tai kokonaan etätyö	7000	87500		Kyllä		
03/10/2022 07:37:06	Laskuttaja	41-45 v	Mies	18	4		80	135000	Käytän välitysfirmoja	Suomesta												
03/10/2022 08:13:55	Palkansaaja	36-40 v	Mies	12								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack	Pääosin tai kokonaan etätyö	4220	52750		Kyllä	Työnantaja maksaa etätoimiston vuokran ja nettiyhteyteni, näitä en laskenut vuosiansioihin mukaan.	Ehkä joku  työsuhde-edut rahallisesti osuus myös?
03/10/2022 08:25:49	Palkansaaja	31-35 v	mies	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Android kehittäjä	Pääosin tai kokonaan etätyö	7000	90000	osingoista 5% palkasta	Kyllä		
03/10/2022 08:32:25	Palkansaaja	26-30 v	mies	10							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	ohjelmistokehittäjä, full-stack	Jotain siltä väliltä	6000	77000		Kyllä		
03/10/2022 08:59:37	Palkansaaja	31-35 v	mies	8								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Programmer/DevOps	Jotain siltä väliltä	4500		56000	Ei		
03/10/2022 09:14:49	Palkansaaja	26-30 v	Mies	5								Turku	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	4500	5062		Kyllä		
03/10/2022 09:31:49	Palkansaaja	31-35 v	Nainen	16								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Team Lead	Pääosin tai kokonaan etätyö	4900	61250		Ei		
03/10/2022 09:41:54	Palkansaaja	41-45 v	mies	17								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	DevOps Manager	Jotain siltä väliltä	5500	84000	perusosa + 2x/y bonus + osingot	Kyllä		
03/10/2022 09:44:08	Palkansaaja	31-35 v	nainen	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	ohjelmistokehittäjä (frontend)	Pääosin tai kokonaan toimistolla	4000			Kyllä		
03/10/2022 10:10:11	Palkansaaja	31-35 v	nainen	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack ohjelmistokehittäjä	Jotain siltä väliltä	5500	70000	osakkeita	Kyllä		
03/10/2022 10:57:09	Palkansaaja	41-45 v	Mies	5							Futurice	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	4750	60000	Osan eri mittarien mukaan puolivuosittain maksettavasta muuttuvasta palkasta voi sijoittaa yrityksen osakkeisiin ja optioihin, jotka sitten pienentävät kokonaisvuosiansioita vastaavasti.	Ei		
03/10/2022 11:16:54	Palkansaaja	36-40 v	Mies	17								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Teknologiajohtaja	Jotain siltä väliltä	7000	87500	Osakkeita ja optioita	Kyllä		
03/10/2022 11:32:38	Palkansaaja	26-30 v	Mies	5								Tampere	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan toimistolla	4600	57500		Kyllä		
03/10/2022 11:52:48	Laskuttaja	36-40 v	Mies	10	3	Backend, frontend, full stack, arkkitehtuuri	95	140000	Itse	Suomesta												
03/10/2022 12:00:39	Palkansaaja	21-25 v	m	1								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	front-end	Pääosin tai kokonaan etätyö	2500	31250		Kyllä		
03/10/2022 12:55:43	Palkansaaja	36-40 v	Mies	10								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%		Jotain siltä väliltä	4720	59000	osakkuus	Kyllä		
03/10/2022 14:38:56	Palkansaaja	36-40 v	Mies	16								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Tech Lead	Pääosin tai kokonaan etätyö	6900	86000		Kyllä		
03/10/2022 14:39:16	Palkansaaja	36-40 v	mies	17								Kalifornia	Tuotetalossa, jonka core-bisnes on softa	100%	Site Reliability Engineer	Pääosin tai kokonaan etätyö	11250	11250	Työsuhdeoptiot	Kyllä		
03/10/2022 15:05:12	Palkansaaja	31-35 v	Mies	9								Oulu	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	5600	1000	osakkeita	Kyllä		
03/10/2022 15:52:02	Palkansaaja	26-30 v	Mies	4								Tampere	Konsulttitalossa	100%	Backend Ohjelmistokehittäjä	Jotain siltä väliltä	4000	52800		Kyllä		
03/10/2022 16:40:06	Palkansaaja	41-45 v	mies	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	Varhaiskasvatuksen avustaja	Pääosin tai kokonaan toimistolla	1903	23788		Kyllä		
03/10/2022 19:30:09	Palkansaaja	31-35 v	Mies	2								Seinäjoki	Tuotetalossa, jonka core-bisnes on softa	100%	Software developer	Pääosin tai kokonaan etätyö	2850	35625		Ei		
03/10/2022 19:40:34	Palkansaaja	36-40 v	Mies	12								Oulu	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Projekti-insinööri	Pääosin tai kokonaan etätyö	5000	80000		Kyllä		
03/10/2022 19:43:31	Palkansaaja	31-35 v		10								Jyväskylä	Konsulttitalossa	100%		Pääosin tai kokonaan etätyö	6500			Kyllä		
03/10/2022 19:45:41	Palkansaaja	31-35 v	Mies	6								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	4070	48500		Ei		
03/10/2022 19:48:20	Palkansaaja	36-40 v	Mies	10								Oulu	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	DevOps	Jotain siltä väliltä	5100	65000		Kyllä		
03/10/2022 19:48:23	Palkansaaja	31-35 v	mies	1								Rauma	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	back-end	Pääosin tai kokonaan etätyö	2300	28750	ei ole	Ei		
03/10/2022 20:09:47	Palkansaaja	36-40 v	Mies	12								Tampere	Tuotetalo, core-bisnes fyysisissä tuotteissa	80%	Lead developer	Pääosin tai kokonaan etätyö	4700	64000	Vuosibonus	Kyllä		
03/10/2022 20:12:10	Palkansaaja	46-50 v	mies	22								Tampere	Julkinen tai kolmas sektori	100%	asiantuntija	Pääosin tai kokonaan etätyö	4080	65000		Ei		
03/10/2022 20:13:56	Palkansaaja	31-35 v	mies	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	backend	Jotain siltä väliltä	6000			Kyllä		
03/10/2022 20:15:14	Palkansaaja	31-35 v	Mies	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack kehittäjä	Jotain siltä väliltä	5800	72500		Kyllä		
03/10/2022 20:34:47	Palkansaaja	41-45 v	Mies	21								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	system specialist	Pääosin tai kokonaan etätyö	5600	76500		Kyllä		
03/10/2022 20:36:54	Palkansaaja	26-30 v	Mies									Tampere	Konsulttitalossa	100%		Pääosin tai kokonaan etätyö	3750	46850		Ei		
03/10/2022 20:47:21	Palkansaaja	36-40 v		4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	DevOps Engineer	Pääosin tai kokonaan etätyö	5400	72000		Kyllä		
03/10/2022 21:04:53	Palkansaaja	36-40 v		15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Devaaja/arkkitehti	Pääosin tai kokonaan etätyö	5550	76000		Kyllä		
03/10/2022 21:07:23	Palkansaaja	41-45 v	M	17								Oulu	teollisuus	100%	ict-admin	Pääosin tai kokonaan toimistolla	3900	51000		Kyllä		
03/10/2022 21:14:22	Palkansaaja	36-40 v	mies	14								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä	jos toimistolla käyn niin 1-2 pv viikossa	4715	63400	vuosibonuksia tulee, sekä bonus jos/kun yritys myydään	Kyllä		
03/10/2022 21:45:26	Palkansaaja	26-30 v	Mies	5							Visma	Pori	Tuotetalossa, jonka core-bisnes on softa	100%	full-stack	Pääosin tai kokonaan etätyö	3700	46250		Ei		
03/10/2022 21:50:45	Palkansaaja	26-30 v	Mies	4								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack	Pääosin tai kokonaan etätyö	3600	44000		Ei		
03/10/2022 22:19:30	Palkansaaja	31-35 v	Mies	9								Pori	Useita pienempiä asiakasprojekteja.	100%	Full-stack ohjelmistokehittäjä	Jotain siltä väliltä	4020	50250		Kyllä	Erittäin osaava, 20 vuotta harrastanut koodari, jolla on työkokemukseen nähden suuremmat kyvyt kuin useilla muilla. AMK-koulutus	
03/10/2022 22:32:58	Palkansaaja	26-30 v	Mies	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Lead Developer	Jotain siltä väliltä	5400	70000		Kyllä		
03/10/2022 22:36:35	Palkansaaja	31-35 v		9							Solita	Tampere	Konsulttitalossa	100%	Full-stack	Jotain siltä väliltä	4450	55600		Ei		
03/10/2022 22:58:25	Palkansaaja	26-30 v	Mies	4								Oulu	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack	Jotain siltä väliltä	4350	55600		Ei		
03/10/2022 23:01:58	Palkansaaja	41-45 v	Mies	3								Lahti	Konsulttitalossa	100%	backend	Jotain siltä väliltä	3680	46000		Ei		
03/10/2022 23:02:05	Palkansaaja	26-30 v	Mies	2								Pori	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack	Jotain siltä väliltä	3400	44000		Kyllä		Työsuhde-edut
04/10/2022 00:33:57	Palkansaaja	36-40 v	Mies	12								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	Full-stack kehittäjä	Jotain siltä väliltä	5300	66250		Kyllä		
04/10/2022 00:48:31	Palkansaaja	36-40 v	mies	18								Tampere	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	4600	57500		Ei		
04/10/2022 05:07:30	Palkansaaja	36-40 v	Mies	10								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Arkkitehti	Pääosin tai kokonaan etätyö	6600	95000		Kyllä		
04/10/2022 05:34:40	Palkansaaja	31-35 v	Mies	2								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	Q&A tester	Pääosin tai kokonaan etätyö	2800	35000		Ei		
04/10/2022 06:05:19	Palkansaaja	31-35 v	Nainen	2								Pori	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Fullstack	Pääosin tai kokonaan etätyö	3100	38750		Ei		
