Timestamp,Oletko palkansaaja vai laskuttaja?,Ikä,Sukupuoli,Työkokemus,Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet,Työaika,Rooli,Etä- vai lähityö,Kuukausipalkka,Vuositulot,Vapaa kuvaus kokonaiskompensaatiomallista,Kilpailukykyinen,Vapaa sana,Ideoita ensi vuoden kyselyyn,Etä,Kk-tulot
2022-09-30 11:23:01.984,Palkansaaja,31-35 v,mies,6.0,,,,,,,,,Konsulttitalossa,1.0,Mobiili / backend devaaja,Pääosin tai kokonaan etätyö,4000.0,50000.0,,False,,,Etä,4166.666666666667
2022-09-30 11:23:05.620,Palkansaaja,26-30 v,nainen,6.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,"Ohjelmistokehittäjä, backend pääosin, mutta kaikkea mahtuu",Pääosin tai kokonaan etätyö,4500.0,56250.0,,True,,,Etä,4687.5
2022-09-30 11:23:51.469,Palkansaaja,41-45 v,nainen,2.0,,,,,,,Mehiläinen,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,3100.0,38750.0,,False,,,50/50,3229.1666666666665
2022-09-30 11:24:19.603,Laskuttaja,,mies,24.0,3.0,"Team Lead, projekti- ja tuotekonsultointi",116.0,236000.0,Itse,"Suomesta, Ulkomailta",,,,,,,,,,,,,,
2022-09-30 11:25:23.935,Palkansaaja,41-45 v,mies,3.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,SAP-konsultti,Pääosin tai kokonaan etätyö,3200.0,40000.0,,False,,,Etä,3333.3333333333335
2022-09-30 11:26:13.054,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Jotain siltä väliltä,5300.0,63600.0,,True,,,50/50,5300.0
2022-09-30 11:26:45.114,Palkansaaja,26-30 v,mies,4.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack pilvikehittäjä,Jotain siltä väliltä,4700.0,58750.0,,True,,,50/50,4895.833333333333
2022-09-30 11:28:37.904,Laskuttaja,31-35 v,mies,8.0,4.0,Full stack web ja mobiili,65.0,84000.0,Itse,Suomesta,,,,,,,,,,,,,,
2022-09-30 11:28:45.104,Palkansaaja,26-30 v,,6.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",0.8,Full-stack,Pääosin tai kokonaan etätyö,5500.0,75000.0,"optiot, työsuhdeauto, oma toimisto kodin vierestä, vakuutus, gadget budjetti",True,,,Etä,6250.0
2022-09-30 11:29:20.232,Palkansaaja,31-35 v,mies,9.0,,,,,,,Wunderdog,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,5600.0,70500.0,,True,,,50/50,5875.0
2022-09-30 11:30:34.559,Palkansaaja,31-35 v,,8.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack developer (Cloud),Pääosin tai kokonaan etätyö,5500.0,68750.0,,True,,,Etä,5729.166666666667
2022-09-30 11:31:12.147,Palkansaaja,26-30 v,mies,5.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Software engineer,Jotain siltä väliltä,5000.0,62500.0,,True,,,50/50,5208.333333333333
2022-09-30 11:36:07.667,Palkansaaja,31-35 v,mies,1.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,"Database Administrator, Linux-palvelujen ylläpitäjä, inframies",Pääosin tai kokonaan etätyö,3468.0,50000.0,"Perus bonusmalli miten eli firma suoriutuu, ei voi käytännössä itse vaikuttaa sen suuruuteen. Ylitöitä, yötöitä ja varallaoloa jotka nostavat kuukausiansion todellisuudessa ~4000-5000e/kk.",True,,,Etä,4166.666666666667
2022-09-30 11:37:30.539,Palkansaaja,26-30 v,mies,5.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,4500.0,54000.0,,False,,,Etä,4500.0
2022-09-30 11:40:59.259,Palkansaaja,36-40 v,mies,7.0,,,,,,,Mehiläinen,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5200.0,62400.0,,False,,,Etä,5200.0
2022-09-30 11:42:07.390,Palkansaaja,41-45 v,mies,24.0,,,,,,,,Jyväskylä,Konsulttitalossa,1.0,"Ohjelmoija, backend",Jotain siltä väliltä,5259.29,65741.0,osakkeita,True,,,50/50,5478.416666666667
2022-09-30 11:42:49.350,Palkansaaja,41-45 v,mies,25.0,,,,,,,,Oulu,Konsulttitalossa,1.0,Lead developer,Jotain siltä väliltä,7600.0,95000.0,,True,,,50/50,7916.666666666667
2022-09-30 11:43:50.727,Palkansaaja,31-35 v,mies,11.0,,,,,,,,Tampere,Konsulttitalossa,1.0,"Ohjelmistokehittäjä, mobiili",Pääosin tai kokonaan etätyö,5400.0,68000.0,,True,,,Etä,5666.666666666667
2022-09-30 11:44:14.643,Palkansaaja,41-45 v,nainen,10.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Product Owner,Pääosin tai kokonaan etätyö,5420.0,2500.0,,True,,,Etä,208.33333333333334
2022-09-30 11:44:38.907,Palkansaaja,31-35 v,mies,8.0,,,,,,,Mavericks,Turku,Konsulttitalossa,1.0,Fullstack Developer,Pääosin tai kokonaan etätyö,7350.0,92000.0,,True,,,Etä,7666.666666666667
2022-09-30 11:47:00.239,Palkansaaja,36-40 v,mies,11.0,,,,,,,,Tampere,Konsulttitalossa,1.0,"Ohjelmistokehittäjä, arkkitehti ja projektipäällikkö",Jotain siltä väliltä,6000.0,75000.0,peruspalkka + satunnainen vuosibonus,True,,,50/50,6250.0
2022-09-30 11:49:33.036,Laskuttaja,41-45 v,mies,22.0,5.0,"Full stack dev / teknologia konsultointia, arkkitehtuuria",85.0,29500.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,"Laskuttavan työn lisäksi teen tuotekehitystä omaan b2c SaaS-palveluun, josta maksan itselleni myös palkkaa.",,,
2022-09-30 11:51:05.118,Palkansaaja,31-35 v,mies,10.0,,,,,,,Mehiläinen,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Jotain siltä väliltä,4500.0,56500.0,Osakkeita palkan lisäksi,,,,50/50,4708.333333333333
2022-09-30 11:57:10.221,Palkansaaja,36-40 v,mies,16.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Frontend,Pääosin tai kokonaan etätyö,6300.0,,,True,,,Etä,
2022-09-30 11:57:16.640,Palkansaaja,31-35 v,mies,1.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,3600.0,45000.0,,True,,,Etä,3750.0
2022-09-30 12:03:16.968,Palkansaaja,36-40 v,mies,11.0,,,,,,,,Kuopio,Konsulttitalossa,1.0,Sovelluskehittäjä,Pääosin tai kokonaan etätyö,4000.0,50000.0,,True,,"Mitä työsuhde-etuja (työmatkaetu, lounasetu, jne.) saat? Koulutustausta? Onko sinulla sertifikaatioita, ja jos on, mitä? Teetkö sivukeikkoja, ja jos teet , mitä?",Etä,4166.666666666667
2022-09-30 12:04:34.391,Palkansaaja,31-35 v,mies,14.0,,,,,,,Mavericks,Turku,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,7850.0,98000.0,53% laskutuksesta ,True,"tietyn palkkatason jälkeen työntekijät alkavat ottamaan enemmän lomaa ja vapaa-aika. Se on eri asia kuin 100% allokaatio työtä tehdessä ja vaikuttaa vuosituloihin. Pääomatulot työnantajan osakkeilla taas voivat usein olla kerta luontoisia, mutta tuoda paljonkin lisätuloja ",,Etä,8166.666666666667
2022-09-30 12:04:43.080,Palkansaaja,36-40 v,mies,15.0,,,,,,,Mavericks,Turku,Konsulttitalossa,1.0,DevOps,Pääosin tai kokonaan etätyö,7500.0,82000.0,,True,,,Etä,6833.333333333333
2022-09-30 12:05:01.703,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Tampere,Konsulttitalossa,1.0,.NET developer,Pääosin tai kokonaan toimistolla,4400.0,55000.0,,True,,,Toimisto,4583.333333333333
2022-09-30 12:06:25.056,Palkansaaja,36-40 v,mies,11.0,,,,,,,Leanware,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Senior ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4750.0,59375.0,,True,,,Etä,4947.916666666667
2022-09-30 12:06:27.468,Palkansaaja,31-35 v,mies,5.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,4300.0,54000.0,,True,,,50/50,4500.0
2022-09-30 12:09:29.749,Palkansaaja,46-50 v,mies,3.0,,,,,,,Terveystalo,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,4100.0,51250.0,,True,,,Etä,4270.833333333333
2022-09-30 12:12:11.037,Laskuttaja,36-40 v,mies,14.0,1.5,"Softadevaus fullstack + cloud, arkkitehtuuri, devops",90.0,160000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,Tällä hetkellä sopparit tehdään 1v kerrallaan. Firman muoto OY.,"Ehkä laskuttajilta vois kysyy firman muotoa (vai onko OY niin de facto ettei kannata?). Toinen mitä voisi kysyä on se, että kuinka isoa palkkaa itselleen maksaa, jos maksaa.",,
2022-09-30 12:14:03.683,Palkansaaja,41-45 v,mies,23.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",0.9,"Arkkitehti, data, backend",Pääosin tai kokonaan toimistolla,6000.0,90000.0,vähemmistöosakkuus,True,Yrittäjähenkisessä työskentelyssä ei usein lasketa työtunteja. Siten esim. 90% työaika on aika näennäinen. Välillä tehdään kovempaa ja välillä rauhallisemmin.,,Toimisto,7500.0
2022-09-30 12:16:31.188,Palkansaaja,36-40 v,mies,13.0,,,,,,,Wunder Finland,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend,Pääosin tai kokonaan etätyö,3754.0,49000.0,,True,,,Etä,4083.3333333333335
2022-09-30 12:20:00.131,Palkansaaja,41-45 v,mies,16.0,,,,,,,Reaktor,PK-Seutu,Konsulttitalossa,1.0,Data scientist,Pääosin tai kokonaan toimistolla,6500.0,83000.0,"Minimaaliset osakkeet, ei vaikutusta mihinkään",False,,,Toimisto,6916.666666666667
2022-09-30 12:20:24.278,Palkansaaja,36-40 v,mies,5.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,IT-Manager,Pääosin tai kokonaan toimistolla,3300.0,40000.0,,True,,,Toimisto,3333.3333333333335
2022-09-30 12:21:16.682,Palkansaaja,21-25 v,mies,3.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan toimistolla,5200.0,65000.0,,True,,,Toimisto,5416.666666666667
2022-09-30 12:26:25.420,Palkansaaja,26-30 v,mies,6.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,5400.0,70200.0,,True,,,Etä,5850.0
2022-09-30 12:27:08.398,Palkansaaja,41-45 v,mies,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,"Lähiesimies, ohjelmistokehittäjä (Drupal backend)",Pääosin tai kokonaan etätyö,4600.0,57500.0,,False,,,Etä,4791.666666666667
2022-09-30 12:30:26.513,Palkansaaja,36-40 v,mies,15.0,,,,,,,Reaktor,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,6700.0,85000.0,,False,,,50/50,7083.333333333333
2022-09-30 12:30:29.167,Palkansaaja,36-40 v,mies,18.0,,,,,,,Mavericks ,PK-Seutu,Konsulttitalossa,1.0,Senior Mobile Engineer,Pääosin tai kokonaan etätyö,8000.0,100000.0,,True,,,Etä,8333.333333333334
2022-09-30 12:31:55.611,Palkansaaja,31-35 v,mies,9.0,,,,,,,Gofore,PK-Seutu,Konsulttitalossa,1.0,Tekninen Projektipäällikkö,Pääosin tai kokonaan etätyö,5000.0,62500.0,,True,,Pizza-alennuskoodia mukaan!!!,Etä,5208.333333333333
2022-09-30 12:34:01.341,Palkansaaja,31-35 v,,7.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,7500.0,93750.0,brutto on ~50% laskutuksesta,True,,,Etä,7812.5
2022-09-30 12:42:20.296,Palkansaaja,31-35 v,nainen,7.0,,,,,,,,Turku,Konsulttitalossa,1.0,Full-stack,,4400.0,58000.0,,True,,,,4833.333333333333
2022-09-30 12:42:34.609,Palkansaaja,26-30 v,mies,4.0,,,,,,,Nordcloud,Kuopio,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,4000.0,50000.0,,True,,,50/50,4166.666666666667
2022-09-30 12:50:10.837,Palkansaaja,26-30 v,mies,4.0,,,,,,,Arado,Turku,Konsulttitalossa,,Full-stack konsultti,Jotain siltä väliltä,6500.0,81250.0,50% toteutuneesta laskutuksesta tai erittäin reilu takuupalkka.,True,,Olisko siistiä vertailla palkkoja kans teknologiakohtaisest kyselemällä vaikkapa tärkeimmät teknologiat työssäsi?,50/50,6770.833333333333
2022-09-30 12:51:49.614,Palkansaaja,31-35 v,mies,16.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Ohjelmistokehittäjä (frontend),Jotain siltä väliltä,5103.0,64810.0,,False,,,50/50,5400.833333333333
2022-09-30 12:59:51.885,Laskuttaja,31-35 v,mies,7.0,2.0,"Full stack, arkkitehtuuria",80.0,93000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,,,
2022-09-30 13:00:02.862,Palkansaaja,36-40 v,mies,5.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,3580.0,48330.0,,,,,Etä,4027.5
2022-09-30 13:05:48.044,Palkansaaja,31-35 v,mies,10.0,,,,,,,Reaktor,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,5750.0,75000.0,"Palkka valtaosa tuloista. Vuosittainen tulospohjainen bonari, vähän osinkoja, kaikki lounasedut ja sen semmoiset.",True,,,50/50,6250.0
2022-09-30 13:25:24.994,Palkansaaja,31-35 v,mies,7.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Jotain siltä väliltä,4800.0,57600.0,,False,,,50/50,4800.0
2022-09-30 13:29:00.531,Palkansaaja,36-40 v,mies,14.0,,,,,,,Reaktor,Turku,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5700.0,71250.0,palkka + satunnainen bonus max kerran vuodessa,True,,,Etä,5937.5
2022-09-30 13:30:35.394,Laskuttaja,36-40 v,mies,12.0,1.5,Softadevausta,,120000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-30 13:30:52.824,Palkansaaja,41-45 v,mies,16.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5200.0,65000.0,,,,,Etä,5416.666666666667
2022-09-30 13:34:33.554,Palkansaaja,26-30 v,mies,5.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Engineering Lead,Pääosin tai kokonaan etätyö,6500.0,80000.0,75/25 rahaa/optioita,False,,,Etä,6666.666666666667
2022-09-30 13:37:53.480,Palkansaaja,26-30 v,,10.0,,,,,,,Reaktor,PK-Seutu,Konsulttitalossa,1.0,Software Developer,Pääosin tai kokonaan toimistolla,5200.0,67200.0,Kiinteä kk-palkka ja osakkeita,True,,,Toimisto,5600.0
2022-09-30 13:41:46.319,Palkansaaja,36-40 v,mies,12.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,6100.0,100000.0,Vuosittaiset bonukset rahana sekä erikseen vuosittaiset RSU:t palkanlisänä (rajoitettuja osakeoikeuksia) ,True,,,50/50,8333.333333333334
2022-09-30 14:00:31.021,Palkansaaja,31-35 v,mies,7.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Software engineer,Jotain siltä väliltä,5800.0,86000.0,,True,,,50/50,7166.666666666667
2022-09-30 14:01:20.942,Laskuttaja,41-45 v,mies,15.0,8.0,Arkkitehti/projektipäällikkö,,230000.0,Itse,Suomesta,,,,,,,,,,,,,,
2022-09-30 14:04:05.823,Palkansaaja,31-35 v,mies,18.0,,,,,,,Mavericks,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,6500.0,82000.0,Pohjapalkka + provisio. Itsellä ollut paljon sairaslomia yms. mitkä vaikuttavat myös kompensaatioon.,True,,,Etä,6833.333333333333
2022-09-30 14:08:46.377,Palkansaaja,31-35 v,mies,12.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack web developer,Pääosin tai kokonaan etätyö,5700.0,71250.0,Osakeanti työntekijöille,True,,,Etä,5937.5
2022-09-30 14:09:22.571,Palkansaaja,36-40 v,nainen,14.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,CTO,Pääosin tai kokonaan toimistolla,6500.0,81250.0,Osuuskunta osuus,True,En oo ihan varma miten muut toisissa vastaavan kokoluokan yrityksissä saa palkkaa vastaavasta roolista.,,Toimisto,6770.833333333333
2022-09-30 14:09:29.270,Palkansaaja,26-30 v,mies,8.0,,,,,,,Reaktor,PK-Seutu,Konsulttitalossa,1.0,"Senion full-stack kehittäjä, analyytikko",Pääosin tai kokonaan etätyö,5950.0,75375.0,"Mahdollisuus ostaa yrityksen osakkeita, joista saa osinkoa",True,,,Etä,6281.25
2022-09-30 14:15:30.708,Palkansaaja,41-45 v,mies,24.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Senior Software Engineer,Pääosin tai kokonaan etätyö,7500.0,93750.0,Optio-paketti.,True,,,Etä,7812.5
2022-09-30 14:17:22.381,Palkansaaja,46-50 v,nainen,26.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Team Lead,Jotain siltä väliltä,5650.0,79000.0,,False,,,50/50,6583.333333333333
2022-09-30 14:20:19.170,Palkansaaja,41-45 v,mies,19.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Projektipäällikkö,Jotain siltä väliltä,5550.0,69000.0,"Firman kasvuprosentista johdettu kerroin * 1k€. Vaihteluväli siis 0..1000€/kk, toteutuma tällä hetkellä n. 400-500.",True,,,50/50,5750.0
2022-09-30 14:31:05.400,Palkansaaja,36-40 v,,13.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack-ohjelmistokehittäjä,Jotain siltä väliltä,5700.0,71250.0,,True,,,50/50,5937.5
2022-09-30 14:51:38.678,Palkansaaja,36-40 v,mies,13.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack/arkkitehti,Jotain siltä väliltä,6200.0,80000.0,,True,,,50/50,6666.666666666667
2022-09-30 15:00:10.340,Palkansaaja,36-40 v,mies,15.0,,,,,,,,Oulu,Julkinen tai kolmas sektori,1.0,Opettaja,Jotain siltä väliltä,5500.0,65000.0,,True,,,50/50,5416.666666666667
2022-09-30 15:02:07.055,Palkansaaja,36-40 v,mies,13.0,,,,,,,,Turku,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,8250.0,105000.0,Kuukausipalkka + päivystyskorvaukset + osingot,True,,,50/50,8750.0
2022-09-30 15:17:32.601,Palkansaaja,36-40 v,mies,18.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Director,Pääosin tai kokonaan etätyö,6250.0,95000.0,,False,,,Etä,7916.666666666667
2022-09-30 15:17:33.193,Palkansaaja,36-40 v,mies,15.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,5800.0,72500.0,,True,,,50/50,6041.666666666667
2022-09-30 15:28:47.867,Palkansaaja,41-45 v,mies,20.0,,,,,,,Wolt,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Team Lead,Pääosin tai kokonaan etätyö,6800.0,100000.0,Osakkeita/Optioita,True,,,Etä,8333.333333333334
2022-09-30 15:37:16.181,Palkansaaja,26-30 v,muu,1.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan toimistolla,3300.0,40000.0,,True,,,Toimisto,3333.3333333333335
2022-09-30 15:52:13.947,Palkansaaja,26-30 v,mies,6.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5000.0,62500.0,"Kuukausipalkka. Myös osakkeista pitäisi tulla osinkoja, mutta en ole ollut osakkeenomistajana vielä kokonaista tilikautta joten näistä tuleva raha on vielä mysteeri",True,,,Etä,5208.333333333333
2022-09-30 15:55:38.357,Palkansaaja,41-45 v,mies,12.0,,,,,,,Vincit,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full stack everything,Pääosin tai kokonaan etätyö,4581.0,57500.0,,True,,,Etä,4791.666666666667
2022-09-30 16:01:56.625,Palkansaaja,46-50 v,mies,8.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Senior developer,Jotain siltä väliltä,5490.0,68625.0,,True,,,50/50,5718.75
2022-09-30 16:14:36.160,Palkansaaja,36-40 v,,10.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Backend kehittäjä,Pääosin tai kokonaan etätyö,6600.0,84000.0,,True,,,Etä,7000.0
2022-09-30 19:03:57.247,Laskuttaja,51-55 v,muu,31.0,6.0,"Softan kehitystä, arkkitehtuuria",60.0,30.0,Itse,Ulkomailta,,,,,,,,,,,,,,
2022-09-30 19:15:08.595,Palkansaaja,31-35 v,mies,7.0,,,,,,,,Tampere,Julkinen tai kolmas sektori,1.0,Full-stack,Pääosin tai kokonaan etätyö,5600.0,70000.0,Ei ole,True,,,Etä,5833.333333333333
2022-09-30 19:39:25.159,Palkansaaja,41-45 v,mies,20.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,CTO,Pääosin tai kokonaan etätyö,4500.0,54000.0,,False,,,Etä,4500.0
2022-09-30 19:52:01.653,Palkansaaja,41-45 v,mies,8.0,,,,,,,Siili Solutionsj,PK-Seutu,Konsulttitalossa,1.0,Pilviarkkitehti/kehittäjä,Pääosin tai kokonaan etätyö,4600.0,57500.0,,True,,,Etä,4791.666666666667
2022-09-30 21:31:31.189,Palkansaaja,31-35 v,mies,4.0,,,,,,,Reaktor,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,5000.0,65000.0,,True,,,50/50,5416.666666666667
2022-10-01 04:35:33.999,Palkansaaja,41-45 v,mies,15.0,,,,,,,,"Sydney, Australia","Tuotetalossa, jonka core-bisnes on softa",1.0,Senior Software Engineer,Jotain siltä väliltä,9000.0,108000.0,10.5% eläkemaksu palkan päälle (australialainen käytäntö) sekä ESOP,True,,,50/50,9000.0
2022-10-01 05:44:04.485,Palkansaaja,46-50 v,mies,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,0.8,Data engineer,Pääosin tai kokonaan toimistolla,5300.0,68000.0,"sitten on pieni määrä osakkeita, joista olen joutunut rahalla maksamaan",True,,,Toimisto,5666.666666666667
2022-10-01 08:08:12.421,Palkansaaja,31-35 v,mies,12.0,,,,,,,Reaktor,PK-Seutu,Konsulttitalossa,1.0,Devaaja (full stack + mobiili),Jotain siltä väliltä,5665.0,77000.0,"Osakkeet, vuosibonus (koko firmalle sama), open source työ (palkan päälle)",False,,,50/50,6416.666666666667
2022-10-01 08:17:31.730,Laskuttaja,26-30 v,mies,0.0,0.0,Web3 full stack,,70000.0,Itse,"Suomesta, Ulkomailta",,,,,,,,,,,,,,
2022-10-01 08:51:47.347,Palkansaaja,36-40 v,mies,18.0,,,,,,,Reaktor,Tampere,Konsulttitalossa,1.0,Arkkitehti,Jotain siltä väliltä,6300.0,78750.0,,True,,,50/50,6562.5
2022-10-01 12:02:34.092,Palkansaaja,36-40 v,mies,13.0,,,,,,,Arado,Turku,Konsulttitalossa,1.0,Full-stack -devaaja,Jotain siltä väliltä,6500.0,82000.0,,True,,,50/50,6833.333333333333
2022-10-01 12:57:37.327,Palkansaaja,41-45 v,,12.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,,Pääosin tai kokonaan etätyö,6750.0,81000.0,,True,,,Etä,6750.0
2022-10-01 14:12:12.502,Palkansaaja,46-50 v,nainen,25.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Testaaja,Pääosin tai kokonaan etätyö,7000.0,91000.0,"Palkka, bonukset, ei musta",True,,,Etä,7583.333333333333
2022-10-01 16:20:38.499,Palkansaaja,31-35 v,mies,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,,Pääosin tai kokonaan etätyö,9000.0,112500.0,,True,,,Etä,9375.0
2022-10-01 16:37:39.802,Palkansaaja,36-40 v,mies,6.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,4800.0,66000.0,,False,,,Etä,5500.0
2022-10-01 18:10:25.200,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Turku,Konsulttitalossa,1.0,Full-stack dev,Jotain siltä väliltä,4800.0,62000.0,,True,,,50/50,5166.666666666667
2022-10-01 18:35:12.242,Palkansaaja,31-35 v,nainen,0.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",0.8,Service Manager Trainee,Pääosin tai kokonaan etätyö,1880.0,23500.0,,False,Koulu vielä kesken ja se vaikuttaa palkkaan,Koulutusta voisi kysyä ja onko se vielä kesken,Etä,1958.3333333333333
2022-10-01 19:34:49.397,Palkansaaja,31-35 v,mies,6.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä ,Jotain siltä väliltä,5500.0,68750.0,,True,,,50/50,5729.166666666667
2022-10-01 20:48:51.920,Palkansaaja,36-40 v,mies,13.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,7200.0,90000.0,,True,,,Etä,7500.0
