Timestamp,Palkansaaja vai laskuttaja,Siirtynyt palkansaaja/laskuttaja,Ikä,Sukupuoli,Suomen kielen taito,Työkieli,Työkokemus alalta (vuosina),Vuosia nykyisellä työnantajalla,Työpaikkojen lukumäärä,Yrityksen koko,Koulutustaustasi,Opintoala,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Laskutettavat tunnit viikossa,Viikot ilman laskutusta,Laskutustavat,Sopimuksen pituus,Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli,Seniority,Virallinen senioriteetti,Kuukausipalkka,"Provisio (kk, brutto)",Lomaraha (EUR),Bonus (EUR),Osakkeet/optiot (EUR),Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Bonukset (kuvaus),Edut (ei luontoisedut),Vuosittaiset verovapaat edut (EUR),Luontoisedut,Käyttöjärjestelmä,Ohjelmointikieli,Web-kehykset,Data & ML,DevOps & pilvi,Tietokannat,Vapaa sana,Palaute,Vastaustunniste,Vuositulot,Rooli (normalisoitu),Kk-tulot (laskennallinen),"Kk-tulot (laskennallinen, normalisoitu)"
2026-02-09 08:48:46.950,Palkansaaja,Ei,36-40,mies,Yes,English,13.0,8.0,3.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),2.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.05,"Developer, Full-Stack",Staff / Principal / Lead,No,8000.0,1100.0,3366.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Profit sharing, Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work laptop, Snacks and beverages in office, Public transport subsidy (tax-free)",800.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Python, Go","React, Next.js, FastAPI","Airflow, dbt","CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS, Google Cloud Platform (GCP)","PostgreSQL, DynamoDB, Valkey",,,fd0e67ab2c716818,99366.0,"Developer, Full-Stack",8280.5,8280.5
2026-02-09 08:49:35.808,Palkansaaja,Ei,36-40,mies,Yes,Both,14.0,1.0,5.0,6-10,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),13.0,,,,,,,,,,,Kaiku Crew,PK-seutu,Konsultointi,1.0,0.6,"Developer, Full-Stack",Staff / Principal / Lead,No,6800.0,0.0,0.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Stock options / equity, On-call compensation (standby pay)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free gym membership, Other tools like high-end keyboard, mouse etc",400.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"JavaScript, TypeScript","React, Next.js, Node.js","SQL, Kafka","Docker, Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, Redis","Is your company hiring?: yes, join us at kaikucrew.com",,b80d8d862660443b,81600.0,"Developer, Full-Stack",6800.0,6800.0
2026-02-09 08:49:37.955,Palkansaaja,Ei,46-50,mies,Yes,Both,28.0,6.0,7.0,501-1000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.5,Cloud Infrastructure Engineer,Staff / Principal / Lead,Yes,7450.0,0.0,4470.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Free office parking (during work hours), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Garage (outside work hours)",macOS,"Python, Go",,,"Docker, Kubernetes, AWS","PostgreSQL, MySQL, Redis",,En jaksa alkaa laskea kaikkia summia whatever. ,c930f960893824c8,93870.0,Cloud Infrastructure Engineer,7822.5,7822.5
2026-02-09 08:54:01.662,Palkansaaja,Ei,36-40,nainen,Yes,English,20.0,3.0,6.0,11-50,Upper secondary – vocational (ammatillinen perustutkinto),Information and Communication Technologies (ICT / Computer Science),4.26,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.2,"Senior Executive (C-suite, VP, etc.)",Manager or People Lead,No,6360.0,0.0,3816.0,7000.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Individual performance bonus, Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office, Public transport subsidy (tax-free)",1120.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",,,,,,,,,9c3b3b2e42e37d6b,87136.0,"Senior Executive (C-suite, VP, etc.)",7261.333333333333,7261.333333333333
2026-02-09 08:59:14.367,Palkansaaja,Ei,26-30,mies,Yes,English,5.0,5.0,1.0,501-1000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),6.0,,,,,,,,,,,Visma Solutions,Lappeenranta,"Tuotetalossa, jonka core-bisnes on softa",1.0,1.0,"Developer, Full-Stack",Mid-level,Yes,4160.0,0.0,2500.0,2000.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Sign-on bonus","Health insurance, Work laptop, Free office parking (during work hours), Snacks and beverages in office",1000.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Garage (outside work hours)",Windows,"TypeScript, C#","React, ASP.NET Core",SQL,,SQL Server,,,180efeee17e7ac1e,54420.0,"Developer, Full-Stack",4535.0,4535.0
2026-02-09 09:11:23.151,Laskuttaja,Ei,41-45,mies,Yes,English,17.0,6.0,6.0,1,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),1.72,6.0,Full-stack,88.5,143894.0,37.5,9.0,Hourly billing,Over 24 months,"Myself, Agencies",Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,Windows + WSL,"TypeScript, Python, Java","React, Node.js, Spring Boot","SQL, Pandas / NumPy","Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, MongoDB, DynamoDB",,,6f2b4d3e9943f1db,,,,
2026-02-09 09:17:52.664,Palkansaaja,Ei,46-50,mies,Yes,Both,26.0,7.0,7.0,101-500,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)","Business, Administration, and Law",4.06,,,,,,,,,,,,Jyväskylä,Konsultointi,1.0,0.9,Business development director ,Senior,Yes,6406.0,0.0,3843.0,1866.0,0.0,Short term incentive model with personal targets,Markkinataso,"Lomaraha (Holiday bonus), Individual performance bonus, Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Free office parking (during work hours), Training/Courses/Education budget, Snacks and beverages in office",600.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,,,,,,,,b9a46feb063e85db,82581.0,Business development director ,6881.75,6881.75
2026-02-09 09:20:29.225,Palkansaaja,Ei,51-55,mies,Yes,Both,30.0,2.0,6.0,11-50,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.35,"Developer, Full-Stack",Senior,Yes,5000.0,0.0,3000.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Stock options / equity","Health insurance, Work laptop, Free office parking (during work hours), Training/Courses/Education budget, Snacks and beverages in office",200.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),macOS,"TypeScript, Python","React, Django",SQL,"Docker, Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, DuckDB",,,9833cb30cefa6978,63000.0,"Developer, Full-Stack",5250.0,5250.0
2026-02-09 09:25:35.377,Palkansaaja,Ei,31-35,mies,Yes,English,10.0,1.0,5.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),15.0,,,,,,,,,,,Metacore games,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,Cloud Infrastructure Engineer,Senior,No,6390.0,0.0,3834.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Stock options / equity, Referral bonus (for successful hires)","Health insurance, Work laptop, Free office parking (during work hours), Fixed-line internet to your home, Snacks and beverages in office, Public transport subsidy (tax-free)",1200.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"Python, Go",,SQL,"Kubernetes, Terraform, AWS","PostgreSQL, MySQL",,ai tools? Primary editor? :) Good job!,1877a2f6c909608c,80514.0,Cloud Infrastructure Engineer,6709.5,6709.5
2026-02-09 09:29:34.435,Laskuttaja,Ei,36-40,mies,Yes,Both,18.0,8.0,5.0,101-500,Upper secondary – general (lukio / high school equivalent),Information and Communication Technologies (ICT / Computer Science),7.35,4.0,Full-stack lead developer so all of the above.,,160000.0,37.5,4.0,Monthly billing,Open-ended,Myself,Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,"TypeScript, Python, Go","Next.js, FastAPI, chi","SQL, Kafka","Linux server, Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, MySQL, Valkey",,Thanks for the survey!,52ebd6d23cc27336,,,,
2026-02-09 09:31:00.175,Laskuttaja,Ei,36-40,mies,Yes,English,16.0,6.0,7.0,1,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),-8.0,6.0,"Frontend-focused full-stack development, technical leadership, architecture",80.0,50000.0,40.0,5.0,Hourly billing,6-12 months,Agencies,"Finland, Abroad",,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,"JavaScript, TypeScript, Java","React, Node.js, Express",,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, Redis, DynamoDB",,,8b6eaabd1ee1a7b6,,,,
2026-02-09 09:32:48.507,Palkansaaja,Ei,26-30,mies,Yes,Both,7.0,0.0,3.0,51-100,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,1.0,"Developer, Full-Stack",Senior,No,5400.0,0.0,3240.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Free gym membership, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",200.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Python, Go","React, NestJS, FastAPI",,"Docker, Kubernetes, Terraform",PostgreSQL,,,2cbf07faff6232e9,68040.0,"Developer, Full-Stack",5670.0,5670.0
2026-02-09 09:39:12.289,Palkansaaja,Ei,31-35,nainen,Yes,Finnish,2.0,2.0,1.0,6-10,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),2.5,,,,,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",0.7,0.4,"Developer, Full-Stack",Mid-level,No,2009.0,0.0,803.0,0.0,0.0,,Alle markkinatason,Lomaraha (Holiday bonus),"Health insurance, Work laptop",0.0,,Windows,"JavaScript, Python, PHP","Django, FastAPI",SQL,"Linux server, Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins)",MySQL,,,4b9ae55acc644693,24911.0,"Developer, Full-Stack",2075.9166666666665,2965.595238095238
2026-02-09 09:39:53.997,Palkansaaja,Ei,31-35,mies,Yes,Finnish,6.0,4.0,3.0,1001-5000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.1,"Developer, QA or Test",Senior,No,4500.0,100.0,0.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Overtime extra pay (e.g. 1.5x or 2x pay rate), Stock options / equity, Referral bonus (for successful hires)","Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office, Public transport subsidy (tax-free)",700.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",Windows,"JavaScript, Python, Robot Framework",,,"CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure",,,,7e4f2e47f6dbd74a,54000.0,"Developer, QA or Test",4500.0,4500.0
2026-02-09 09:43:04.928,Palkansaaja,Ei,31-35,mies,Yes,Finnish,10.0,10.0,1.0,,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),2.51,,,,,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.95,"Developer, Full-Stack",Senior,No,4567.0,0.0,2740.0,0.0,0.0,,En osaa sanoa,Lomaraha (Holiday bonus),"Work laptop, Snacks and beverages in office",240.0,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),Linux (bare metal / native),"JavaScript, Python","Vue.js, Django",,,MySQL,,,ed53645662d79a83,57544.0,"Developer, Full-Stack",4795.333333333333,4795.333333333333
2026-02-09 09:44:23.011,Palkansaaja,Ei,31-35,mies,No,English,7.0,2.0,3.0,101-500,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,Witted,PK-seutu,Konsultointi,1.0,0.03,"Developer, Full-Stack",Senior,No,7500.0,7500.0,4500.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Commission (sales or performance-based), Referral bonus (for successful hires)","Health insurance, Work laptop, Free office parking (during work hours), Snacks and beverages in office",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Garage (outside work hours)",Linux (bare metal / native),"TypeScript, Python","React, FastAPI","SQL, CYPHER","Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, InfluxDB, Neo4j",Startup status; feelings checks; AI tools mandates,,f78753ebb32e4436,94500.0,"Developer, Full-Stack",7875.0,7875.0
2026-02-09 09:48:31.322,Palkansaaja,Ei,31-35,mies,Yes,English,12.0,5.0,,10000+,,,14.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",,0.1,Engineering Manager,,,7300.0,0.0,4380.0,0.0,130000.0,,,Stock options / equity,"Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",,"Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",macOS,,,,,,,,aaefc6926c57de2c,221980.0,Engineering Manager,18498.333333333332,
2026-02-09 09:49:14.981,Palkansaaja,Ei,41-45,mies,Yes,Both,19.0,4.0,6.0,11-50,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),4.6,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.0,"Developer, Full-Stack",Senior,Yes,7060.0,0.0,4250.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Stock options / equity, Commission (sales or performance-based), Referral bonus (for successful hires)","Health insurance, Ryhmäeläkevakuutus (Additional employer pension contribution), Work laptop, Other tools like high-end keyboard, mouse etc",,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),Windows + WSL,"JavaScript, TypeScript, C#","React, ASP.NET Core",SQL,"Windows server, CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure","SQL Server, Redis",,,3d8dcea9ac0b8f81,88970.0,"Developer, Full-Stack",7414.166666666667,7414.166666666667
2026-02-09 09:51:17.259,Laskuttaja,Ei,36-40,mies,Yes,English,19.0,4.0,5.0,1,Upper secondary – general (lukio / high school equivalent),Information and Communication Technologies (ICT / Computer Science),-17.0,4.0,"Tech leadership as a service, Cloud architecture development, fullstack development, SaaS products",90.0,94000.0,25.0,6.0,Hourly billing,6-12 months,"Myself, Agencies",Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,"TypeScript, PHP","React, Vue.js, Express","SQL, Kafka","Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins), Google Cloud Platform (GCP)","PostgreSQL, MySQL, Firebase",,,1c8f01ec7cad2bf3,,,,
2026-02-09 09:55:06.492,Palkansaaja,Ei,31-35,muu,Yes,English,8.0,2.0,3.0,11-50,Upper secondary – general (lukio / high school equivalent),,7.7,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.1,"Architect, Software or Solutions",Senior,Yes,7000.0,0.0,4200.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Stock options / equity, Referral bonus (for successful hires)","Health insurance, Work laptop, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",macOS,TypeScript,"React, Node.js, Express",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure",PostgreSQL,,,ffcf2db0997078fa,88200.0,"Architect, Software or Solutions",7350.0,7350.0
2026-02-09 09:55:51.045,Palkansaaja,Ei,31-35,mies,Yes,Finnish,10.0,4.0,4.0,501-1000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)","Business, Administration, and Law",3.2,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.0,"Developer, Full-Stack",Mid-level,Yes,4930.0,100.0,2900.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires)","Health insurance, Work laptop, Snacks and beverages in office, Public transport subsidy (tax-free)",600.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Kotlin","React, Node.js",,"CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS, Microsoft Azure","PostgreSQL, Redis",,,4241ae95f831a0af,62060.0,"Developer, Full-Stack",5171.666666666667,5171.666666666667
2026-02-09 09:57:30.173,Palkansaaja,Ei,36-40,nainen,Yes,Finnish,13.0,3.0,4.0,501-1000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),2.49,,,,,,,,,,,,PK-seutu,"Yritys, jossa softa tukirooli",1.0,0.2,"Developer, Full-Stack",Senior,Yes,5612.0,0.0,0.0,0.0,0.0,,Alle markkinatason,Lomaraha (Holiday bonus),"Work laptop, Training/Courses/Education budget",200.0,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),macOS,"JavaScript, TypeScript, Python","React, Node.js","SQL, Airflow, dbt","CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS, Microsoft Azure","PostgreSQL, SQL Server",,,9cd43569fac72608,67344.0,"Developer, Full-Stack",5612.0,5612.0
2026-02-09 09:58:36.691,Palkansaaja,Ei,31-35,mies,Yes,English,10.0,2.0,4.0,10000+,Upper secondary – vocational (ammatillinen perustutkinto),Information and Communication Technologies (ICT / Computer Science),2.0,,,,,,,,,,,Tieto,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.05,Cloud Infrastructure Engineer,Senior,Yes,6440.0,0.0,3865.0,0.0,0.0,,Markkinataso,Referral bonus (for successful hires),"Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Free office parking (during work hours), Other tools like high-end keyboard, mouse etc",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Limited car benefit, Garage (outside work hours)",macOS,,,"SQL, Apache Spark","Docker, Terraform, Microsoft Azure","PostgreSQL, MongoDB",,,e34a362d804947b8,81145.0,Cloud Infrastructure Engineer,6762.083333333333,6762.083333333333
2026-02-09 10:02:42.512,Palkansaaja,Ei,36-40,mies,Yes,Finnish,15.0,9.0,3.0,1001-5000,Upper secondary – general (lukio / high school equivalent),Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,Goforej,Tampere,Konsultointi,1.0,0.0,"Developer, Full-Stack",Senior,Yes,5161.0,0.0,3096.0,0.0,0.0,,Markkinataso,,"Health insurance, Work laptop, Home office equipment budget (chair, desk, etc.), Fixed-line internet to your home, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",Linux (bare metal / native),"TypeScript, Java","React, Spring Boot",SQL,"Linux server, Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, SQL Server",,,7de9cd2cdff0bf3a,65028.0,"Developer, Full-Stack",5419.0,5419.0
